FID,id,source,project,pcode,site_name,today,visit,status,geom,longitude,latitude,ward_name,village_name,site_status,site_type,site_registration,site_registration_reason,site_registration_date,site_registration_owner,site_access,workers_numb,women_numb,women_activity,children_numb,children_activity,tools,workers_accomodation,mineral_numb,mineral1_name,selling_points,processing_location,processing_steps,environment,environment_comment,conflict,conflict_comment,incident,incident_comment,authorities,authorities_freq,protection_quantity,protection_equipment,facilities
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6411,114,IPIS,IPIS - ZELA 2019,zwemine00109,p hall,2019-02-23,0,1,POINT (29.9068668322926 -20.3999651283674),29.90686683,-20.39996513,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6410,115,IPIS,IPIS - ZELA 2019,zwemine00111,P hall,2019-02-23,1,1,POINT (29.907074221966 -20.4010823690107),29.90707422,-20.40108237,19,gunya,Production,underground / Reef,Yes,,,Individual,Car,10,0,,0,,Jack hammers Compressors,In a support village,1,Gold,Fidelity Directly,Milling point,,Yes,"Open pits, cutting down of trees",None,,None,,EMA CID,Irregularly,Some of them,Helmets Gumboots Worksuits (overalls) Gloves,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-640f,116,IPIS,IPIS - ZELA 2019,zwemine00112,P hall,2019-02-23,0,1,POINT (29.9084345059238 -20.4009499869498),29.90843451,-20.40094999,19,gonya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-640e,117,IPIS,IPIS - ZELA 2019,zwemine00113,P hall sub A,2019-02-23,0,1,POINT (29.909712139664 -20.400189692586),29.90971214,-20.40018969,19,Gonya village,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-640d,118,IPIS,IPIS - ZELA 2019,zwemine00114,Hungoedza28,2019-02-23,1,1,POINT (29.909595354976 -20.4042182585538),29.90959535,-20.40421826,19,Gunya,Production,underground / Reef,Yes,,,Individual,Foot,6,0,,0,,Jack hammers Compressors,On site,1,Gold,Fidelity Directly,Milling point,,No,,None,,Loss of property,"Water pump,pipes and tools box was stollen",CID,Monthly,Some of them,Helmets Gumboots Worksuits (overalls) Gloves Safety glasses,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-640c,119,IPIS,IPIS - ZELA 2019,zwemine00115,ottenton mining pvt ltd,2019-02-23,0,1,POINT (29.9095065098404 -20.4057677081947),29.90950651,-20.40576771,19,gonya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-640b,120,IPIS,IPIS - ZELA 2019,zwemine00116,hungoedza 16,2019-02-23,0,1,POINT (29.9037284297637 -20.4098200126534),29.90372843,-20.40982001,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-640a,121,IPIS,IPIS - ZELA 2019,zwemine00117,hungoedza,2019-02-23,0,1,POINT (29.9034635162884 -20.4087446674409),29.90346352,-20.40874467,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6409,122,IPIS,IPIS - ZELA 2019,zwemine00118,masgadula,2019-02-23,0,1,POINT (29.8965998002358 -20.4082655051111),29.8965998,-20.40826551,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6408,123,IPIS,IPIS - ZELA 2019,zwemine00119,masgadula,2019-02-23,0,1,POINT (29.8918003970247 -20.4042720956468),29.8918004,-20.4042721,19,gunye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6407,124,IPIS,IPIS - ZELA 2019,zwemine00120,Mtshingwe gold mine ,2019-02-23,1,1,POINT (29.8946214167397 -20.4077209504314),29.89462142,-20.40772095,19,gunya,Production,underground / Reef,Yes,,1995-02-23,Individual,Car,10,0,,0,,Compressors Jack hammers,On site,1,Gold,Fidelity Directly,Milling point,,No,,Land disputes,dispute over land with resettled farmers,None,,None,,All of them,Helmets Gumboots Gloves Worksuits (overalls),Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6406,125,IPIS,IPIS - ZELA 2019,zwemine00121,bradstar 1,2019-02-23,1,1,POINT (29.8487651336797 -20.3795399518312),29.84876513,-20.37953995,19,kromdrall,Production,underground / Reef,Yes,,2010-08-08,Individual,Truck,8,1,Monitoring,0,,Compressors Jack hammers,On site,1,Gold,Fidelity Directly,Milling point,,No,,None,,None,,CID,Irregularly,Some of them,Gumboots Worksuits (overalls) Helmets,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6405,126,IPIS,IPIS - ZELA 2019,zwemine00122,Chembazi 8,2019-02-23,1,1,POINT (29.8481064300426 -20.354110052097),29.84810643,-20.35411005,19,Madwala,Abandoned temporarily,underground / Reef,Yes,,2011-11-23,Cooperatives,Truck,16,0,,0,,"Hoist (winches) Compressors Jack hammers Picks , shovels, chisels, hammer",In a support village,1,Gold,Fidelity Directly,Milling point,,Yes,"Open trenches, hanging wall",None,,None,,CID,Irregularly,None,,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6404,195,IPIS,IPIS - ZELA 2019,zwemine00187,P.Hole,2019-02-25,0,1,POINT (29.9206759829448 -20.4004168057358),29.92067598,-20.40041681,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6403,127,IPIS,IPIS - ZELA 2019,zwemine00123,Gaitlin Hill,2019-02-23,1,1,POINT (29.874310440106 -20.3343405047209),29.87431044,-20.3343405,19,Majoni,Production,underground / Reef,Yes,,2000-01-01,Company,Truck,16,2,General hand,0,,Compressors Jack hammers Hoist (winches),On site,1,Gold,Fidelity Directly,On site,Crushing Use of cyanide,,,None,,None,,Local authorities CID Police,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Safety glasses Earmuffs Facemasks,Flush toilets Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6402,128,IPIS,IPIS - ZELA 2019,zwemine00124,Yellow flay15,2019-02-23,1,1,POINT (29.9711289343855 -20.3372178464187),29.97112893,-20.33721785,19,Gotora,Exploration,underground / Reef,Yes,,2010-01-01,Company,Truck,10,0,,0,,Front end loader,On site,1,Gold,Fidelity Directly,Milling point,,No,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6401,129,IPIS,IPIS - ZELA 2019,zwemine00125,Sibanda11,2019-02-23,1,1,POINT (29.8776270005439 -20.3028912030063),29.877627,-20.3028912,19,Village 8,Production,underground / Reef,Yes,,2003-02-23,Individual,Truck,7,0,,2,,"Shovels, picks, hammer mill",On site In a support village,1,Gold,Fidelity Directly,On site,Crushing Use of mercury,Yes,Huge open pits,None,,None,,CID,Irregularly,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-6400,130,IPIS,IPIS - ZELA 2019,zwemine00126,Mulondo,2019-02-23,1,1,POINT (29.902485342044 -20.3078355871873),29.90248534,-20.30783559,19,Vukuzenzele,Production,underground / Reef,Yes,,2019-02-23,Individual,Truck,5,0,,0,,"Picks, shovels, hammers, chisels",On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,None,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ff,131,IPIS,IPIS - ZELA 2019,zwemine00127,Shoko 33,2019-02-23,0,1,POINT (29.9081718572519 -20.3256240678368),29.90817186,-20.32562407,19,Dadaya High,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63fe,132,IPIS,IPIS - ZELA 2019,zwemine00128,Shoko ,2019-02-23,1,1,POINT (29.9211390437599 -20.3097375114327),29.92113904,-20.30973751,19,National training centre,Production,underground / Reef,Yes,,2011-02-23,Individual,Truck,1,0,,0,,"Wet pan, generator,jaw crusher",On site,1,Gold,Fidelity Directly,On site,Crushing Use of mercury Use of cyanide,No,,None,,None,,EMA CID Min of Mines Local authorities,Irregularly,None,,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63fd,133,IPIS,IPIS - ZELA 2019,zwemine00129,Belford sibanda,2019-02-23,1,1,POINT (29.8414824336333 -20.3495077394218),29.84148243,-20.34950774,19,Madwala,Abandoned temporarily,underground / Reef,No,Registration is in process,,,Truck,0,0,,0,,Manual Compressors Jack hammers,On site,1,Gold,Fidelity Directly,Milling point,,No,,None,,None,,Police,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63fc,134,IPIS,IPIS - ZELA 2019,zwemine00130,Chambezi sevens,2019-02-23,1,1,POINT (29.8506458889482 -20.3487524868969),29.85064589,-20.34875249,19,Ngazimbi,Abandoned temporarily,underground / Reef,Yes,,2006-01-04,Individual,Truck,0,0,,0,,Compressors Jack hammers,On site,1,Gold,Fidelity Directly,Milling point,,Yes,"Open pits, deforestation",None,,None,,EMA CID Local authorities,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63fb,135,IPIS,IPIS - ZELA 2019,zwemine00131,Sibanda 21,2019-02-23,1,1,POINT (29.8905027620028 -20.3292574023888),29.89050276,-20.3292574,19,Manzonzo,Production,,Yes,,,Individual,Truck,26,0,,0,,Milling,On a compound,1,Gold,,Milling point,,Yes,Dumps,None,,None,,EMA Police CID Min of Mines Local authorities,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Facemasks Safety glasses Earmuffs,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63fa,137,IPIS,IPIS - ZELA 2019,zwemine00133,Vhukuzenzele,2019-02-23,1,1,POINT (29.8747568739296 -20.2830164289128),29.87475687,-20.28301643,19,Vhukuzenzele,Abandoned temporarily,Open Cast / Alluvial / trench,Yes,,2017-01-01,Cooperatives,Truck,0,0,,0,,"Excavators Jack hammers Compressors Shovel ,picks",On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,"Degradation,erosion",Environmental impacts Land disputes,"Thieves from the community,water  seepage from the underground water table",None,,EMA Min of Mines Local authorities,Irregularly,Most of them,Helmets Gumboots Gloves Facemasks Safety glasses,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f9,138,IPIS,IPIS - ZELA 2019,zwemine00210,Manhivi syndicate,2019-02-23,1,1,POINT (29.9171753935308 -20.3315194437794),29.91717539,-20.33151944,19,Vukuzenzele,Production,underground / Reef,No,Registration is in process,,,Truck,10,0,,0,,Compressors Jack hammers,On site,1,Gold,Fidelity Directly,Milling point,,Yes,Deforestation,None,,None,,None,,Some of them,Helmets,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f8,139,IPIS,IPIS - ZELA 2019,zwemine00134,Polly mine,2019-02-23,,1,POINT (29.9237464565121 -20.3321021594585),29.92374646,-20.33210216,19,Vukuzenzele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f7,140,IPIS,IPIS - ZELA 2019,zwemine00135,Polly 2,2019-02-23,0,1,POINT (29.9258245557047 -20.3332469982016),29.92582456,-20.333247,19,Vukuzenzele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f6,141,IPIS,IPIS - ZELA 2019,zwemine00136,wartrtone,2019-02-25,0,1,POINT (29.917657911229 -20.3977703280676),29.91765791,-20.39777033,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f5,142,IPIS,IPIS - ZELA 2019,zwemine00137,wartrtn 2,2019-02-25,0,1,POINT (29.9193299545705 -20.3982911037566),29.91932995,-20.3982911,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f4,143,IPIS,IPIS - ZELA 2019,zwemine00138,phall,2019-02-25,0,1,POINT (29.9256617132291 -20.3973483620465),29.92566171,-20.39734836,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f3,144,IPIS,IPIS - ZELA 2019,zwemine00139,josphat 8,2019-02-25,1,1,POINT (29.9239819005329 -20.3944985010399),29.9239819,-20.3944985,19,gunya,Production,Open Cast / Alluvial / trench,Yes,,1995-02-25,Cooperatives,Foot,6,0,,0,,"Pick, Shovel",On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,land degradation,None,,Loss of property,House breaking,None,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f2,145,IPIS,IPIS - ZELA 2019,zwemine00140,chrambadare,2019-02-25,0,1,POINT (29.9222729075072 -20.3895154780919),29.92227291,-20.38951548,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f1,146,IPIS,IPIS - ZELA 2019,zwemine00141,duraty 5,2019-02-25,1,1,POINT (29.9229468825307 -20.3911917913831),29.92294688,-20.39119179,19,gunya,Production,underground / Reef,Yes,,2002-02-25,Individual,Foot,8,0,,0,,Compressors Jack hammers,On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,deforestration,None,,None,,None,,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63f0,147,IPIS,IPIS - ZELA 2019,zwemine00142,manyuchi,2019-02-25,0,1,POINT (29.9174260985731 -20.3847661170133),29.9174261,-20.38476612,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ef,148,IPIS,IPIS - ZELA 2019,zwemine00143,hungoedza 22,2019-02-25,1,1,POINT (29.9221309139451 -20.4163163104243),29.92213091,-20.41631631,19,gunya,Production,underground / Reef,Yes,,2002-02-25,Individual,Truck Car Motorcycle,5,1,Cashier,0,,"Jack hammers Compressors Picks,drie,shovels",On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,land degradation,Environmental impacts,land dispute,None,,EMA CID Min of Mines,Monthly,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ee,149,IPIS,IPIS - ZELA 2019,zwemine00144,hungoedza,2019-02-25,1,1,POINT (29.922128038995 -20.4176613149554),29.92212804,-20.41766131,19,gunya,Production,underground / Reef,Yes,,2006-02-25,Individual,Truck Car Motorcycle,8,0,,0,,Jack hammers Metal detectors Compressors Excavators,On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,land degradation,None,,None,,None,,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ed,150,IPIS,IPIS - ZELA 2019,zwemine00145,hungoedza21,2019-02-25,0,1,POINT (29.9141261765911 -20.4113814909872),29.91412618,-20.41138149,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ec,151,IPIS,IPIS - ZELA 2019,zwemine00255,machalaga,2019-02-25,0,1,POINT (29.9169974293498 -20.3675473952024),29.91699743,-20.3675474,19,gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63eb,152,IPIS,IPIS - ZELA 2019,zwemine00146,Nipple milling centre,2019-02-25,1,1,POINT (29.9037784984213 -20.3544650702332),29.9037785,-20.35446507,19,Leigh's farm,Production,Open Cast / Alluvial / trench,Yes,,2013-11-01,Company,Truck,3,0,,0,,Stamp mill,On site,1,Gold,Fidelity Directly,On site,Crushing Use of cyanide,Yes,Sands being washed away by rain,None,,None,,EMA Min of Mines CID Local authorities,Irregularly,Some of them,Gumboots Worksuits (overalls),Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63ea,153,IPIS,IPIS - ZELA 2019,zwemine00147,Mafuse,2019-02-25,1,1,POINT (29.9232380533445 -20.3587239563835),29.92323805,-20.35872396,19,Gunya village,Production,underground / Reef,Yes,,2011-10-05,Cooperatives,Truck,1,0,,0,,Hammer mill,On site,1,Gold,Fidelity Directly,On site,Crushing Use of mercury,No,,None,,None,,None,,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e9,154,IPIS,IPIS - ZELA 2019,zwemine00148,Abandoned,2019-02-25,0,1,POINT (29.9280869016659 -20.3665453435676),29.9280869,-20.36654534,19,Manzonzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e8,155,IPIS,IPIS - ZELA 2019,zwemine00149,M and N syndicate,2019-02-25,1,1,POINT (29.9549803724462 -20.3616045861703),29.95498037,-20.36160459,19,Mapholisa,Production,underground / Reef,Yes,,2010-01-01,Individual,Truck,20,0,,0,,"Hoist (winches) Compressors Jack hammers Picks, shovels,  hammers, chisels",In a support village,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,None,,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e7,156,IPIS,IPIS - ZELA 2019,zwemine00150,Yellowview,2019-02-25,1,1,POINT (29.9564961106174 -20.3535882677335),29.95649611,-20.35358827,19,Gotora,Exploration,underground / Reef,Yes,,1998-02-25,Individual,Truck,1,0,,0,,,On site,1,Gold,Fidelity Directly,Milling point,,No,,None,,None,,None,,None,,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e6,157,IPIS,IPIS - ZELA 2019,zwemine00151,Garai ,2019-02-25,1,1,POINT (29.9456497607408 -20.3807215453719),29.94564976,-20.38072155,19,P.Hall farm,Abandoned temporarily,Open Cast / Alluvial / trench,Yes,,2014-01-04,Individual,Truck,0,0,,0,,,On site,1,Gold,Fidelity Directly,Milling point,,Yes,"Erosion, open pits",None,,None,,EMA Min of Mines Local authorities,Irregularly,Most of them,Helmets Gumboots Worksuits (overalls),In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e5,158,IPIS,IPIS - ZELA 2019,zwemine00152,Otterton mining,2019-02-25,1,1,POINT (29.9523911537649 -20.3704315987761),29.95239115,-20.3704316,19,Oret 1,Production,Open Cast / Alluvial / trench,Yes,,2002-02-25,Individual,Truck,0,0,,0,,Metal detectors Jack hammers Compressors,On a compound,1,Gold,Fidelity Directly,Milling point,,Yes,"Open pits, deforestation",Loss of livestock,,None,,EMA CID Local authorities Min of Mines,Irregularly,Most of them,Helmets Gumboots Worksuits (overalls) Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e4,159,IPIS,IPIS - ZELA 2019,zwemine00153,Ngezi 5,2019-02-25,1,1,POINT (29.9564692999813 -20.3779394623774),29.9564693,-20.37793946,19,Oreti 1,Production,underground / Reef,Yes,,2018-06-06,Individual,Truck,33,0,,0,,"Jack hammers Compressors Buckets, picks, shovels Hoist (winches)",On site In a support village On a compound,1,Gold,Fidelity Directly,Milling point,,No,,None,,None,,Min of Mines EMA Police CID Local authorities,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves Earmuffs Safety glasses Facemasks,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e3,160,IPIS,IPIS - ZELA 2019,zwemine00154,Ngezi 6,2019-02-25,1,1,POINT (29.9594422448853 -20.3757226355059),29.95944224,-20.37572264,19,Oret 5,Production,underground / Reef,Yes,,2018-01-01,Individual,Truck,10,0,,0,,"Compressors Jack hammers Pick, Shovel",On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,CID Min of Mines,Irregularly,Most of them,Helmets Gumboots Worksuits (overalls),Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e2,161,IPIS,IPIS - ZELA 2019,zwemine00155,Hetherton mining syindicate,2019-02-25,1,1,POINT (29.9593540579436 -20.3842801173173),29.95935406,-20.38428012,19,Oret 5,Production,underground / Reef,Yes,,2016-02-02,Cooperatives,Truck,9,0,,0,,"Compressors Jack hammers Shovels,pick",On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,None,,All of them,Helmets Gumboots Worksuits (overalls) Gloves,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e1,162,IPIS,IPIS - ZELA 2019,zwemine00156,Ngezi 8,2019-02-25,1,1,POINT (29.9551797918084 -20.3763216069585),29.95517979,-20.37632161,19,Oret 1,Production,underground / Reef,Yes,,2006-02-20,Individual,Truck,5,0,,0,,Jack hammers Compressors,On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,None,,Most of them,Helmets Gumboots,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63e0,163,IPIS,IPIS - ZELA 2019,zwemine00158,Unity syndicate,2019-02-25,1,1,POINT (29.9657415671796 -20.3586183016284),29.96574157,-20.3586183,19,Mapolisa,Exploration,underground / Reef,Yes,,2019-01-01,Cooperatives,Truck,10,0,,0,,"Shovels, picks",In a support village,1,Gold,Fidelity Directly,Milling point,,Yes,Deforestation,None,,None,,None,,Some of them,Helmets Gumboots Gloves Worksuits (overalls),Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63df,164,IPIS,IPIS - ZELA 2019,zwemine00159,Pmeg,2019-02-25,1,1,POINT (29.9650387573587 -20.3576495261536),29.96503876,-20.35764953,19,Oreti5,Production,underground / Reef,Yes,,2012-01-17,Cooperatives,Truck,6,0,,0,,Jack hammers Compressors,In a support village,1,Gold,Fidelity Directly,Milling point,,No,,None,,None,,None,,All of them,Helmets Gumboots Gloves Worksuits (overalls) Facemasks Safety glasses Earmuffs,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63de,165,IPIS,IPIS - ZELA 2019,zwemine00160,Loyd mine,2019-02-25,1,1,POINT (29.9639116479173 -20.357073611593),29.96391165,-20.35707361,19,Village5,Production,underground / Reef,Yes,,,Individual,Truck,5,0,,0,,Jack hammers Compressors,In a support village,1,Gold,Fidelity Directly,Milling point,,No,,Land disputes,Miner farmer,None,,Police,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Gloves,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63dd,166,IPIS,IPIS - ZELA 2019,zwemine00161,Ebenezer mining,2019-02-25,1,1,POINT (29.9641749098603 -20.3519119231333),29.96417491,-20.35191192,19,Mapolisa,Production,underground / Reef,Yes,,2017-10-25,Individual,Truck,3,0,,0,,Compressors Jack hammers,On site,1,Gold,Fidelity Directly,Milling point,,No,,Land disputes,Miner to miner disputes,None,,CID,Irregularly,All of them,Helmets Gumboots Worksuits (overalls) Facemasks Gloves Safety glasses Earmuffs,Pit latrines
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63dc,171,IPIS,IPIS - ZELA 2019,zwemine00300,Vhudzijena,2019-02-25,1,1,POINT (29.9197729757357 -20.408466093336),29.91977298,-20.40846609,19,Gunya,Production,underground / Reef,Yes,,2014-09-25,Individual,Truck Car Motorcycle Foot,10,0,,0,,Jack hammers Compressors,On site,1,Gold,Fidelity Directly,Milling point,,Yes,Open pits,None,,None,,None CID Local authorities,,None,,None
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63db,172,IPIS,IPIS - ZELA 2019,zwemine00301,Bvinzijena,2019-02-25,1,1,POINT (29.9193514710777 -20.4091806461569),29.91935147,-20.40918065,19,Gunya,Production,underground / Reef,Yes,,2011-07-19,Individual,Truck,5,0,,0,,Jack hammers Compressors,On site,1,Gold,Fidelity Directly,Milling point,,Yes,The site is well fanced,None,,None,,EMA Police CID Min of Mines,Irregularly,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63da,173,IPIS,IPIS - ZELA 2019,zwemine00166,Matukutire,2019-02-25,0,1,POINT (29.9111536669561 -20.3879808606962),29.91115367,-20.38798086,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d9,174,IPIS,IPIS - ZELA 2019,zwemine00167,No mans Land,2019-02-25,1,1,POINT (29.9104526056347 -20.4091708513073),29.91045261,-20.40917085,19,Ruyararo,Production,Open Cast / Alluvial / trench,No,Authority Accessibility,,,Truck,9,0,,0,,"Pick,shovel",In a support village,1,Gold,Fidelity Agent on the mill,Milling point,,Yes,Opern pits everywhere,None,,None,,EMA Police CID Min of Mines,Monthly,None,,In the bush
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d8,175,IPIS,IPIS - ZELA 2019,zwemine00168,Waterton,2019-02-25,0,1,POINT (29.9187916890489 -20.3971840071478),29.91879169,-20.39718401,19,Village 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d7,176,IPIS,IPIS - ZELA 2019,zwemine00169,NA mine,2019-02-22,0,1,POINT (29.91286858354 -20.3592304125502),29.91286858,-20.35923041,19,Gunya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d6,177,IPIS,IPIS - ZELA 2019,zwemine00170,Greatina,2019-02-25,0,1,POINT (29.9334930904069 -20.3625742244501),29.93349309,-20.36257422,19,Gonya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d5,178,IPIS,IPIS - ZELA 2019,zwemine00171,Happy event,2019-02-25,1,1,POINT (29.9458916967469 -20.3585056275396),29.9458917,-20.35850563,19,Gonya,Production,Open Cast / Alluvial / trench,Yes,,,Individual,Car,15,0,,0,,Metal detectors,On site In a support village,1,Gold,,,,,,,,,,,,,,
zwe_mines_curated_all_opendata_p_ipis.fid-7da56372_17205b0fff5_-63d4,179,IPIS,IPIS - ZELA 2019,zwemine00172,Nyasha syndicate,2019-02-25,1,1,POINT (29.9643565311368 -20.3619661136755),29.96435653,-20.36196611,19,Mapolisa village 5,Exploration,Open Cast / Alluvial / trench,No,Registration is in process,,,Car,10,0,,0,,Excavators,On site,1,Gold,Fidelity Directly,Milling point,,No,,None,,None,,None,,None,,None
